id_venda,data_venda,cliente,produto,quantidade,preco_unitario,categoria
393,2025-05-26,,Mochila,2,150.0,Acessórios
394,2025-03-05,Maria Silva,Impressora HP,3,900.0,Eletrônicos
395,01-12-2025,Pedro Costa,Monitor LG,1,1200.0,Eletrônicos
396,2025/02/11,João Souza,Monitor LG,4,1200.0,Eletrônicos
397,2025/02/18,Pedro Costa,iPhone 13,1,5500.0,Eletrônicos
398,2025/03/15,Maria Silva,Caderno,1,25.0,Papelaria
399,05-09-2025,Pedro Costa,Monitor LG,2,1200.0,
400,2025-05-19,Maria Silva,iPhone 13,1,5500.0,Eletrônicos
401,01-12-2025,,iPhone 13,4,5500.0,Eletrônicos
402,2025-02-19,Maria Silva,iPhone 13,3,5500.0,Eletrônicos
403,2025/10/25,Pedro Costa,Garrafa Térmica,3,-80.0,Utilidades
404,2025-10-05,João Souza,iPhone 13,1,5500.0,Eletrônicos
405,2025-12-22,Ana Pereira,Mochila,1,150.0,Acessórios
406,2025/12/09,Fernanda Lima,Garrafa Térmica,5,80.0,Utilidades
407,07-07-2025,Ana Pereira,Caderno,3,25.0,Papelaria
408,2025/03/27,,Caderno,3,25.0,Papelaria
409,2025-08-03,Fernanda Lima,Mochila,4,150.0,Acessórios
410,03-05-2025,Fernanda Lima,Caderno,2,25.0,Papelaria
411,2025/07/10,Maria Silva,Caneta Azul,1,2.5,Papelaria
412,16-11-2025,Ana Pereira,Luminária,três,60.0,Utilidades
413,08-07-2025,Maria Silva,Caderno,1,25.0,
414,2025/08/26,João Souza,Monitor LG,3,1200.0,
415,24-08-2025,Maria Silva,Caderno,2,25.0,Papelaria
416,2025/09/26,Ana Pereira,Caneta Azul,2,2.5,Papelaria
417,2025/11/18,Pedro Costa,Mouse Gamer,3,200.0,Eletrônicos
418,2025/09/10,,Mouse Gamer,3,200.0,Eletrônicos
419,14-05-2025,Fernanda Lima,Mochila,5,150.0,Acessórios
420,2025/04/04,Pedro Costa,Caneta Azul,2,2.5,Papelaria
421,13-08-2025,Ana Pereira,Impressora HP,3,900.0,Eletrônicos
422,2025/06/10,Fernanda Lima,iPhone 13,5,5500.0,Eletrônicos
423,07-04-2025,João Souza,Mouse Gamer,5,200.0,Eletrônicos
424,01-02-2025,João Souza,Luminária,3,60.0,Utilidades
425,2025-05-15,,Caderno,três,25.0,Papelaria
426,2025/07/27,Ana Pereira,Mouse Gamer,5,200.0,Eletrônicos
427,2025/10/17,Maria Silva,Mouse Gamer,3,200.0,Eletrônicos
428,14-11-2025,João Souza,Luminária,5,60.0,Utilidades
429,25-09-2025,,Garrafa Térmica,2,80.0,Utilidades
430,2025/12/09,Pedro Costa,Luminária,4,60.0,Utilidades
431,12-03-2025,Fernanda Lima,Luminária,4,60.0,Utilidades
432,2025-09-17,Fernanda Lima,Luminária,1,60.0,Utilidades
433,2025-06-10,Ana Pereira,Garrafa Térmica,3,80.0,Utilidades
434,09-11-2025,,Monitor LG,três,1200.0,Eletrônicos
435,2025/08/13,Maria Silva,Caneta Azul,3,2.5,Papelaria
436,2025/05/02,João Souza,Mochila,3,150.0,Acessórios
437,2025-09-24,João Souza,Impressora HP,4,900.0,Eletrônicos
438,21-02-2025,João Souza,iPhone 13,3,5500.0,Eletrônicos
439,22-12-2025,João Souza,Mochila,3,-150.0,Acessórios
440,2025/08/23,,Caderno,2,25.0,Papelaria
441,27-12-2025,João Souza,iPhone 13,1,5500.0,Eletrônicos
442,2025/09/18,João Souza,Mochila,5,150.0,Acessórios
443,2025/08/02,,Garrafa Térmica,3,80.0,Utilidades
444,2025/11/24,Ana Pereira,Garrafa Térmica,2,80.0,Utilidades
445,2025-05-27,,Monitor LG,5,1200.0,Eletrônicos
446,2025/03/11,Maria Silva,Monitor LG,2,1200.0,Eletrônicos
447,20-08-2025,Ana Pereira,Impressora HP,5,900.0,Eletrônicos
448,17-06-2025,Ana Pereira,Luminária,3,60.0,Utilidades
449,05-08-2025,,Luminária,2,60.0,Utilidades
450,27-05-2025,João Souza,Luminária,3,60.0,Utilidades
451,21-07-2025,Ana Pereira,Monitor LG,5,-1200.0,Eletrônicos
452,2025/11/09,João Souza,Mochila,1,150.0,Acessórios
453,2025-04-24,,Monitor LG,4,1200.0,Eletrônicos
454,2025-03-14,João Souza,Caneta Azul,3,2.5,Papelaria
455,2025/05/28,Pedro Costa,Caneta Azul,3,2.5,Papelaria
456,26-09-2025,Fernanda Lima,Mochila,3,150.0,Acessórios
457,20-11-2025,,Monitor LG,5,-1200.0,Eletrônicos
458,2025/08/09,Maria Silva,Garrafa Térmica,2,80.0,Utilidades
459,14-04-2025,Fernanda Lima,Mouse Gamer,4,200.0,Eletrônicos
460,06-07-2025,Pedro Costa,Caneta Azul,5,2.5,Papelaria
461,2025-05-14,Pedro Costa,Caderno,5,25.0,Papelaria
462,03-07-2025,João Souza,Mochila,3,150.0,Acessórios
463,2025/11/15,Ana Pereira,Luminária,5,60.0,Utilidades
464,2025-12-06,,Caneta Azul,3,2.5,Papelaria
465,2025-02-23,João Souza,Notebook Dell,3,3500.0,Eletrônicos
466,2025/03/23,Fernanda Lima,Impressora HP,4,900.0,Eletrônicos
467,08-05-2025,Fernanda Lima,Mouse Gamer,3,200.0,Eletrônicos
468,2025/11/18,Maria Silva,Impressora HP,4,900.0,
469,2025-06-16,Pedro Costa,Monitor LG,4,1200.0,Eletrônicos
470,2025-06-08,Ana Pereira,Luminária,5,60.0,Utilidades
471,2025/08/16,,Garrafa Térmica,2,80.0,Utilidades
472,2025-03-16,Fernanda Lima,Luminária,2,60.0,Utilidades
473,2025/08/22,Maria Silva,iPhone 13,5,5500.0,Eletrônicos
474,2025-03-12,Ana Pereira,Luminária,3,60.0,Utilidades
475,27-03-2025,Pedro Costa,Mouse Gamer,1,200.0,Eletrônicos
476,2025/11/20,Ana Pereira,Luminária,2,60.0,Utilidades
477,14-08-2025,Pedro Costa,Garrafa Térmica,1,80.0,Utilidades
478,2025/06/05,Fernanda Lima,iPhone 13,4,5500.0,Eletrônicos
479,2025-09-19,Maria Silva,Notebook Dell,2,3500.0,Eletrônicos
480,2025/08/27,,Mouse Gamer,4,200.0,Eletrônicos
481,2025-09-09,Pedro Costa,Monitor LG,3,1200.0,Eletrônicos
482,2025/09/24,João Souza,iPhone 13,2,5500.0,Eletrônicos
483,2025-09-02,,Notebook Dell,2,3500.0,Eletrônicos
484,2025/06/02,,Notebook Dell,3,3500.0,Eletrônicos
485,2025-10-14,,Notebook Dell,5,3500.0,Eletrônicos
486,2025/08/15,Pedro Costa,Caderno,4,25.0,Papelaria
487,2025/10/27,Fernanda Lima,Garrafa Térmica,3,80.0,Utilidades
488,2025/03/14,,Caneta Azul,1,2.5,Papelaria
489,2025/07/01,,Caneta Azul,3,2.5,Papelaria
490,2025/11/13,Pedro Costa,Notebook Dell,5,3500.0,Eletrônicos
491,2025-07-14,,Impressora HP,2,900.0,Eletrônicos
492,2025-01-23,Fernanda Lima,Caderno,1,25.0,Papelaria
493,2025/01/05,Pedro Costa,Luminária,3,60.0,Utilidades
494,25-10-2025,Maria Silva,Caderno,1,25.0,Papelaria
495,17-07-2025,Fernanda Lima,Mouse Gamer,5,200.0,Eletrônicos
496,03-05-2025,Pedro Costa,Garrafa Térmica,5,80.0,Utilidades
497,2025/11/22,Ana Pereira,Impressora HP,1,900.0,Eletrônicos
498,01-12-2025,,Garrafa Térmica,1,80.0,
499,2025/04/11,João Souza,Monitor LG,2,1200.0,Eletrônicos
500,04-01-2025,,Luminária,1,60.0,Utilidades
501,22-04-2025,Fernanda Lima,Mochila,2,150.0,Acessórios
502,25-08-2025,Ana Pereira,Mouse Gamer,4,200.0,Eletrônicos
503,2025/11/26,,Impressora HP,2,900.0,Eletrônicos
504,13-03-2025,Pedro Costa,Luminária,3,60.0,Utilidades
505,2025/05/04,Ana Pereira,Mouse Gamer,2,200.0,
506,26-08-2025,João Souza,Garrafa Térmica,2,80.0,Utilidades
507,2025/07/25,Maria Silva,Mouse Gamer,5,200.0,Eletrônicos
508,2025/03/26,João Souza,Notebook Dell,2,3500.0,
509,2025-08-01,Maria Silva,Luminária,5,60.0,Utilidades
510,2025/07/09,Pedro Costa,Caderno,5,25.0,Papelaria
511,2025-11-12,Maria Silva,Mouse Gamer,3,200.0,Eletrônicos
512,2025/09/18,Maria Silva,Mouse Gamer,2,200.0,Eletrônicos
513,2025/11/15,João Souza,iPhone 13,1,5500.0,Eletrônicos
514,2025/11/05,João Souza,Caderno,5,25.0,Papelaria
515,04-09-2025,João Souza,iPhone 13,3,5500.0,Eletrônicos
516,2025/12/05,Ana Pereira,Monitor LG,2,1200.0,Eletrônicos
517,16-09-2025,Ana Pereira,Luminária,2,60.0,Utilidades
518,2025/06/15,Maria Silva,Caneta Azul,1,2.5,Papelaria
519,2025-07-26,,Monitor LG,1,1200.0,Eletrônicos
520,08-01-2025,Maria Silva,Mouse Gamer,5,200.0,Eletrônicos
521,2025/01/01,Maria Silva,Mochila,5,150.0,Acessórios
522,2025-01-13,Ana Pereira,Luminária,5,60.0,Utilidades
523,2025/04/07,Fernanda Lima,Garrafa Térmica,4,80.0,Utilidades
524,16-01-2025,Fernanda Lima,Mouse Gamer,4,200.0,Eletrônicos
525,2025/03/20,Ana Pereira,Notebook Dell,3,3500.0,Eletrônicos
526,22-03-2025,Maria Silva,Impressora HP,3,900.0,Eletrônicos
527,22-04-2025,Fernanda Lima,Mouse Gamer,5,200.0,Eletrônicos
528,26-07-2025,Pedro Costa,Monitor LG,4,1200.0,Eletrônicos
529,12-11-2025,Ana Pereira,Garrafa Térmica,3,80.0,Utilidades
530,03-02-2025,Ana Pereira,iPhone 13,3,-5500.0,Eletrônicos
531,2025/04/02,,iPhone 13,2,5500.0,Eletrônicos
532,07-10-2025,Ana Pereira,Mouse Gamer,1,200.0,Eletrônicos
533,2025-08-12,Pedro Costa,Caderno,5,25.0,Papelaria
534,2025-02-27,Ana Pereira,Caneta Azul,3,2.5,Papelaria
535,2025-02-16,Pedro Costa,Caneta Azul,2,2.5,Papelaria
536,14-01-2025,,Mouse Gamer,1,200.0,Eletrônicos
537,2025-01-13,,Impressora HP,3,900.0,Eletrônicos
538,2025-09-13,Ana Pereira,Luminária,3,60.0,Utilidades
539,11-02-2025,Pedro Costa,Notebook Dell,1,3500.0,Eletrônicos
540,28-01-2025,Maria Silva,Mochila,4,150.0,Acessórios
541,10-01-2025,,Garrafa Térmica,4,80.0,Utilidades
542,25-09-2025,Pedro Costa,Mochila,3,150.0,Acessórios
543,18-04-2025,Pedro Costa,Garrafa Térmica,5,80.0,Utilidades
544,2025/09/10,Maria Silva,Impressora HP,1,900.0,Eletrônicos
545,2025-12-21,João Souza,Impressora HP,2,900.0,Eletrônicos
546,2025-07-26,Pedro Costa,Mouse Gamer,1,200.0,Eletrônicos
547,2025/11/11,Fernanda Lima,Mouse Gamer,1,200.0,Eletrônicos
548,09-05-2025,Maria Silva,Mochila,3,150.0,Acessórios
549,22-05-2025,Ana Pereira,Caderno,2,25.0,Papelaria
550,02-08-2025,João Souza,Mouse Gamer,2,200.0,Eletrônicos
551,2025/06/12,Pedro Costa,Mouse Gamer,1,200.0,Eletrônicos
552,2025/11/20,Pedro Costa,Mochila,4,150.0,Acessórios
553,2025/11/14,Ana Pereira,Monitor LG,2,1200.0,Eletrônicos
554,2025-03-13,Maria Silva,Caderno,2,25.0,Papelaria
555,2025-12-17,Ana Pereira,iPhone 13,3,5500.0,Eletrônicos
556,13-05-2025,Ana Pereira,Luminária,2,60.0,Utilidades
557,19-11-2025,,Notebook Dell,2,3500.0,Eletrônicos
558,2025-03-25,Maria Silva,Caderno,4,25.0,Papelaria
559,2025-12-13,João Souza,Caderno,4,25.0,Papelaria
560,2025/11/19,,iPhone 13,2,5500.0,Eletrônicos
561,2025/05/16,Maria Silva,Luminária,3,60.0,Utilidades
562,2025-11-11,Fernanda Lima,Mouse Gamer,5,200.0,Eletrônicos
563,21-07-2025,Fernanda Lima,Monitor LG,1,1200.0,Eletrônicos
564,07-03-2025,,Monitor LG,1,1200.0,Eletrônicos
565,14-11-2025,Pedro Costa,Garrafa Térmica,5,80.0,Utilidades
566,2025/04/05,Fernanda Lima,Notebook Dell,1,3500.0,Eletrônicos
567,2025/01/03,Fernanda Lima,Luminária,4,60.0,Utilidades
568,2025-01-15,Fernanda Lima,Impressora HP,3,900.0,Eletrônicos
569,27-08-2025,Maria Silva,Luminária,5,60.0,Utilidades
570,2025/10/23,Pedro Costa,Luminária,1,60.0,Utilidades
571,2025-03-25,Fernanda Lima,Notebook Dell,3,3500.0,Eletrônicos
572,2025-03-14,Fernanda Lima,Mochila,3,150.0,Acessórios
573,2025/07/15,Maria Silva,Mouse Gamer,2,200.0,Eletrônicos
574,08-11-2025,João Souza,Monitor LG,2,1200.0,Eletrônicos
575,2025/05/06,Fernanda Lima,Impressora HP,4,900.0,Eletrônicos
576,2025-02-25,Fernanda Lima,Mochila,1,150.0,Acessórios
577,23-02-2025,Fernanda Lima,Monitor LG,2,1200.0,Eletrônicos
578,2025/10/18,Ana Pereira,Garrafa Térmica,2,80.0,Utilidades
579,2025/01/13,João Souza,Impressora HP,4,900.0,Eletrônicos
580,2025-04-10,Maria Silva,Garrafa Térmica,3,80.0,Utilidades
581,2025-11-02,Fernanda Lima,Mouse Gamer,3,200.0,Eletrônicos
582,2025/02/04,Ana Pereira,Caneta Azul,4,2.5,Papelaria
583,2025-01-25,Fernanda Lima,Garrafa Térmica,3,80.0,Utilidades
584,2025/01/04,Maria Silva,Caneta Azul,5,2.5,Papelaria
585,2025/06/07,,Garrafa Térmica,3,80.0,Utilidades
586,2025-08-12,Ana Pereira,Impressora HP,2,900.0,Eletrônicos
587,2025/01/10,Fernanda Lima,Caderno,3,25.0,Papelaria
588,16-01-2025,João Souza,Mouse Gamer,3,200.0,Eletrônicos
589,2025/11/04,João Souza,Monitor LG,2,-1200.0,Eletrônicos
590,01-05-2025,Maria Silva,Caneta Azul,1,2.5,Papelaria
591,2025-06-01,Fernanda Lima,Mouse Gamer,5,200.0,Eletrônicos
592,2025/12/14,Fernanda Lima,Mouse Gamer,3,200.0,Eletrônicos
593,2025-04-12,Maria Silva,Caderno,4,25.0,Papelaria
594,04-12-2025,,Monitor LG,4,1200.0,Eletrônicos
595,22-08-2025,Ana Pereira,Monitor LG,5,1200.0,Eletrônicos
596,03-10-2025,Ana Pereira,Monitor LG,2,1200.0,Eletrônicos
597,2025-10-19,Pedro Costa,iPhone 13,1,5500.0,Eletrônicos
598,12-01-2025,Fernanda Lima,Mochila,1,150.0,Acessórios
599,2025/09/17,Pedro Costa,Mouse Gamer,5,200.0,Eletrônicos
600,2025/05/06,Ana Pereira,Monitor LG,3,1200.0,Eletrônicos
601,2025/04/10,Ana Pereira,Impressora HP,três,900.0,Eletrônicos
602,2025-02-26,,Caderno,5,25.0,Papelaria
603,09-02-2025,João Souza,Caderno,2,25.0,Papelaria
604,2025-01-27,Ana Pereira,Mouse Gamer,4,200.0,Eletrônicos
605,2025-04-04,Ana Pereira,Notebook Dell,3,3500.0,Eletrônicos
606,14-03-2025,,iPhone 13,3,5500.0,Eletrônicos
607,2025-09-09,Fernanda Lima,Mochila,5,150.0,Acessórios
608,2025/08/09,,iPhone 13,5,5500.0,Eletrônicos
609,06-09-2025,Pedro Costa,iPhone 13,5,5500.0,Eletrônicos
610,09-10-2025,Fernanda Lima,iPhone 13,2,5500.0,Eletrônicos
611,2025-05-22,João Souza,Luminária,1,60.0,Utilidades
612,2025/06/28,,Mochila,5,150.0,Acessórios
613,2025/11/11,João Souza,Garrafa Térmica,5,80.0,Utilidades
614,11-01-2025,Maria Silva,Garrafa Térmica,3,80.0,Utilidades
615,2025-07-06,Ana Pereira,Caneta Azul,2,2.5,Papelaria
616,2025-11-22,Maria Silva,Impressora HP,1,900.0,Eletrônicos
617,05-02-2025,Maria Silva,Caneta Azul,5,2.5,Papelaria
618,2025/03/01,,iPhone 13,4,5500.0,Eletrônicos
619,2025/08/06,Maria Silva,Caderno,1,25.0,Papelaria
620,2025-09-07,Ana Pereira,Garrafa Térmica,5,80.0,Utilidades
621,2025/10/12,Maria Silva,Caneta Azul,3,2.5,Papelaria
622,23-10-2025,João Souza,Impressora HP,2,900.0,Eletrônicos
623,2025-04-01,João Souza,Mochila,3,150.0,Acessórios
624,2025-08-24,Pedro Costa,Monitor LG,4,1200.0,Eletrônicos
625,02-12-2025,Maria Silva,Impressora HP,4,900.0,Eletrônicos
626,2025/11/28,João Souza,iPhone 13,5,5500.0,
627,2025/09/09,João Souza,Monitor LG,2,1200.0,Eletrônicos
628,03-12-2025,Ana Pereira,Notebook Dell,2,3500.0,Eletrônicos
629,2025-09-10,,iPhone 13,2,5500.0,Eletrônicos
630,2025/08/19,,Mouse Gamer,1,200.0,Eletrônicos
631,28-08-2025,João Souza,Mochila,1,150.0,Acessórios
632,03-02-2025,Pedro Costa,Mouse Gamer,1,200.0,Eletrônicos
633,2025-03-27,Maria Silva,Notebook Dell,1,3500.0,Eletrônicos
634,28-04-2025,Fernanda Lima,Impressora HP,1,900.0,Eletrônicos
635,2025-07-28,Maria Silva,iPhone 13,4,5500.0,Eletrônicos
636,25-11-2025,Pedro Costa,Mouse Gamer,2,200.0,Eletrônicos
637,2025/02/27,Ana Pereira,Impressora HP,3,900.0,Eletrônicos
638,2025/06/02,João Souza,iPhone 13,4,5500.0,Eletrônicos
639,2025-03-08,Fernanda Lima,Monitor LG,4,1200.0,Eletrônicos
640,2025/03/09,Fernanda Lima,iPhone 13,4,5500.0,Eletrônicos
641,16-06-2025,João Souza,Mouse Gamer,4,200.0,Eletrônicos
642,12-03-2025,Ana Pereira,Impressora HP,4,900.0,Eletrônicos
643,2025-06-04,Pedro Costa,Impressora HP,2,900.0,Eletrônicos
644,18-12-2025,João Souza,Monitor LG,4,1200.0,Eletrônicos
645,28-08-2025,Pedro Costa,Mouse Gamer,2,-200.0,Eletrônicos
646,18-08-2025,Maria Silva,iPhone 13,4,5500.0,Eletrônicos
647,2025-03-07,João Souza,Mouse Gamer,4,200.0,Eletrônicos
648,2025-08-07,Maria Silva,Impressora HP,3,900.0,Eletrônicos
649,2025/02/06,,Garrafa Térmica,1,80.0,Utilidades
650,18-05-2025,Maria Silva,Luminária,3,60.0,Utilidades
651,2025/06/01,Maria Silva,Mochila,2,150.0,Acessórios
652,2025-09-05,Ana Pereira,Notebook Dell,4,3500.0,Eletrônicos
653,2025/03/19,Fernanda Lima,iPhone 13,5,5500.0,Eletrônicos
654,2025/02/09,João Souza,Garrafa Térmica,1,80.0,Utilidades
655,05-09-2025,Pedro Costa,Monitor LG,5,1200.0,Eletrônicos
656,2025/12/12,,Impressora HP,5,900.0,Eletrônicos
657,25-07-2025,Ana Pereira,Monitor LG,três,1200.0,
658,02-07-2025,Pedro Costa,Garrafa Térmica,5,80.0,Utilidades
659,2025/01/25,João Souza,Garrafa Térmica,1,80.0,
660,2025-05-09,Pedro Costa,Caderno,2,25.0,Papelaria
661,2025/02/15,Maria Silva,Caneta Azul,3,2.5,Papelaria
662,2025/10/27,,Caneta Azul,2,2.5,Papelaria
663,06-03-2025,João Souza,Mochila,1,150.0,Acessórios
664,2025/12/19,João Souza,Monitor LG,2,1200.0,Eletrônicos
665,2025/07/15,Maria Silva,Mochila,2,150.0,Acessórios
666,06-02-2025,Pedro Costa,Monitor LG,1,1200.0,Eletrônicos
667,2025-05-18,Maria Silva,Mochila,1,150.0,Acessórios
668,03-09-2025,João Souza,Mochila,5,150.0,Acessórios
669,2025-05-14,Pedro Costa,Notebook Dell,3,3500.0,Eletrônicos
670,2025/01/22,Ana Pereira,Caneta Azul,3,2.5,Papelaria
671,04-10-2025,Ana Pereira,Caderno,5,25.0,
672,2025-12-05,Maria Silva,Garrafa Térmica,5,80.0,Utilidades
673,2025-12-24,,Mouse Gamer,5,-200.0,Eletrônicos
674,2025-09-19,Maria Silva,Notebook Dell,2,3500.0,Eletrônicos
675,2025/12/15,João Souza,Caderno,1,25.0,
676,04-12-2025,Pedro Costa,Luminária,1,60.0,Utilidades
677,2025-01-03,Maria Silva,Garrafa Térmica,5,80.0,Utilidades
678,28-02-2025,,Mochila,2,150.0,Acessórios
679,2025-07-03,Fernanda Lima,Notebook Dell,4,3500.0,Eletrônicos
680,2025/05/13,João Souza,Garrafa Térmica,3,80.0,Utilidades
681,2025/05/13,João Souza,Garrafa Térmica,3,80.0,Utilidades
682,2025/10/21,,Luminária,2,60.0,Utilidades
683,2025/02/26,,Caneta Azul,2,2.5,Papelaria
684,22-01-2025,João Souza,Luminária,4,60.0,Utilidades
685,2025-10-03,Fernanda Lima,iPhone 13,4,-5500.0,Eletrônicos
686,2025/02/03,,Caderno,3,25.0,Papelaria
687,2025/11/24,,iPhone 13,5,5500.0,Eletrônicos
688,2025-07-06,Maria Silva,Caneta Azul,5,2.5,Papelaria
689,2025-04-02,Ana Pereira,Notebook Dell,1,3500.0,Eletrônicos
690,13-10-2025,Ana Pereira,Monitor LG,1,1200.0,Eletrônicos
691,2025-06-10,João Souza,Caneta Azul,2,2.5,Papelaria
692,2025-09-02,Pedro Costa,Garrafa Térmica,5,80.0,Utilidades
693,2025-11-17,Fernanda Lima,Impressora HP,4,900.0,Eletrônicos
694,2025/11/23,Pedro Costa,Notebook Dell,3,3500.0,Eletrônicos
695,14-11-2025,João Souza,Luminária,1,60.0,Utilidades
696,2025/05/01,Fernanda Lima,Luminária,três,60.0,Utilidades
697,14-10-2025,,Monitor LG,3,1200.0,Eletrônicos
698,2025/01/23,João Souza,Monitor LG,2,1200.0,Eletrônicos
699,2025/02/20,Ana Pereira,Mouse Gamer,4,200.0,Eletrônicos
700,2025/12/25,Maria Silva,Mochila,1,150.0,Acessórios
701,19-03-2025,Ana Pereira,Luminária,2,60.0,Utilidades
702,2025-04-22,Maria Silva,Mouse Gamer,2,200.0,Eletrônicos
703,2025-08-22,,Impressora HP,2,900.0,Eletrônicos
704,2025/04/21,,Mouse Gamer,2,200.0,Eletrônicos
705,2025-11-07,Fernanda Lima,Impressora HP,1,900.0,Eletrônicos
706,2025-07-21,Fernanda Lima,Caderno,4,25.0,Papelaria
707,2025/08/07,João Souza,Notebook Dell,4,3500.0,Eletrônicos
708,2025/01/07,Fernanda Lima,Monitor LG,4,1200.0,Eletrônicos
709,2025/11/06,Maria Silva,Mochila,2,150.0,Acessórios
710,2025/02/16,Ana Pereira,Mochila,2,150.0,Acessórios
711,2025-06-16,,Mouse Gamer,5,200.0,Eletrônicos
712,28-02-2025,Pedro Costa,Luminária,1,-60.0,Utilidades
713,2025-03-04,,Mochila,3,150.0,Acessórios
714,2025-01-01,Fernanda Lima,Monitor LG,5,1200.0,Eletrônicos
715,2025/07/01,Pedro Costa,Impressora HP,4,900.0,Eletrônicos
716,2025/12/02,,Mochila,5,150.0,Acessórios
717,07-08-2025,,Mochila,1,150.0,Acessórios
718,2025-06-11,Maria Silva,Notebook Dell,3,3500.0,Eletrônicos
719,12-04-2025,,Luminária,2,60.0,Utilidades
720,2025-04-02,João Souza,Luminária,5,60.0,Utilidades
721,2025/06/24,Ana Pereira,Garrafa Térmica,4,80.0,Utilidades
722,06-06-2025,Fernanda Lima,Luminária,1,60.0,Utilidades
723,2025-01-06,Pedro Costa,Notebook Dell,3,3500.0,Eletrônicos
724,10-01-2025,Pedro Costa,Impressora HP,3,900.0,Eletrônicos
725,2025/05/22,Maria Silva,iPhone 13,3,5500.0,Eletrônicos
726,2025-11-26,Fernanda Lima,Caderno,3,25.0,Papelaria
727,2025-03-18,Pedro Costa,Mouse Gamer,3,200.0,Eletrônicos
728,2025-02-05,Fernanda Lima,Mochila,4,150.0,Acessórios
729,2025/07/04,Fernanda Lima,Impressora HP,5,900.0,Eletrônicos
730,16-11-2025,João Souza,Caderno,2,-25.0,Papelaria
731,2025-06-10,Ana Pereira,Notebook Dell,1,3500.0,Eletrônicos
732,05-08-2025,,Notebook Dell,3,3500.0,Eletrônicos
733,2025-05-21,João Souza,iPhone 13,5,5500.0,Eletrônicos
734,2025-09-07,João Souza,Caneta Azul,5,2.5,Papelaria
735,2025-11-20,Fernanda Lima,Caderno,3,25.0,Papelaria
736,18-10-2025,Ana Pereira,Caneta Azul,4,2.5,Papelaria
737,08-07-2025,,Caneta Azul,1,-2.5,Papelaria
738,2025/09/01,Ana Pereira,Mouse Gamer,2,200.0,Eletrônicos
739,2025/07/07,Pedro Costa,Notebook Dell,5,3500.0,Eletrônicos
740,04-07-2025,Fernanda Lima,Luminária,1,60.0,
741,2025-08-09,Maria Silva,Impressora HP,três,900.0,Eletrônicos
742,2025/05/26,Fernanda Lima,Mochila,4,150.0,Acessórios
743,22-06-2025,Maria Silva,Notebook Dell,2,3500.0,Eletrônicos
744,2025/04/16,,Monitor LG,1,1200.0,Eletrônicos
745,2025/08/28,Ana Pereira,Garrafa Térmica,5,80.0,Utilidades
746,12-01-2025,Ana Pereira,Garrafa Térmica,1,80.0,Utilidades
747,2025/02/11,,Garrafa Térmica,4,80.0,Utilidades
748,2025-07-28,Pedro Costa,Luminária,4,60.0,Utilidades
749,04-06-2025,João Souza,Mochila,2,150.0,Acessórios
750,2025/01/27,Fernanda Lima,iPhone 13,3,5500.0,Eletrônicos
751,2025/01/18,Pedro Costa,Luminária,4,60.0,Utilidades
752,2025-03-25,Fernanda Lima,Garrafa Térmica,3,80.0,Utilidades
753,05-03-2025,João Souza,Caderno,5,25.0,Papelaria
754,2025-11-15,Ana Pereira,Mochila,4,150.0,Acessórios
755,2025-09-12,,Mochila,4,150.0,Acessórios
756,2025-04-15,João Souza,Monitor LG,1,1200.0,
757,2025/12/28,João Souza,Mouse Gamer,2,200.0,Eletrônicos
758,2025-06-05,Pedro Costa,Notebook Dell,1,3500.0,Eletrônicos
759,2025-03-16,,Mochila,1,150.0,Acessórios
760,2025/09/05,Ana Pereira,Mouse Gamer,5,200.0,Eletrônicos
761,2025/08/09,João Souza,Mouse Gamer,5,200.0,Eletrônicos
762,2025/06/03,,iPhone 13,1,5500.0,Eletrônicos
763,2025/07/20,Pedro Costa,Notebook Dell,5,3500.0,Eletrônicos
764,2025-08-19,Maria Silva,Caneta Azul,1,2.5,Papelaria
765,2025-01-20,,Luminária,1,60.0,Utilidades
766,2025-10-07,Ana Pereira,Monitor LG,2,1200.0,Eletrônicos
767,2025-07-20,Maria Silva,Luminária,3,60.0,Utilidades
768,2025/02/02,Ana Pereira,Mouse Gamer,1,200.0,Eletrônicos
769,2025/02/28,Maria Silva,iPhone 13,3,5500.0,Eletrônicos
770,2025-05-13,Pedro Costa,Caneta Azul,1,2.5,Papelaria
771,2025-10-03,Ana Pereira,Luminária,3,-60.0,Utilidades
772,2025/03/24,Maria Silva,Mouse Gamer,2,200.0,Eletrônicos
773,13-07-2025,,Luminária,4,60.0,Utilidades
774,2025-04-01,Fernanda Lima,Monitor LG,4,1200.0,Eletrônicos
775,2025-07-22,,Impressora HP,1,900.0,Eletrônicos
776,2025-08-15,João Souza,Notebook Dell,3,3500.0,Eletrônicos
777,09-03-2025,Pedro Costa,iPhone 13,5,5500.0,Eletrônicos
778,2025-08-02,Pedro Costa,Caneta Azul,5,2.5,Papelaria
779,2025/11/03,Pedro Costa,Impressora HP,5,900.0,Eletrônicos
780,19-04-2025,João Souza,Caderno,2,25.0,Papelaria
781,06-01-2025,João Souza,Notebook Dell,3,3500.0,Eletrônicos
782,01-04-2025,Fernanda Lima,Caderno,3,25.0,Papelaria
783,2025-01-02,Pedro Costa,Caneta Azul,5,2.5,Papelaria
784,2025-10-03,Pedro Costa,Mochila,4,150.0,Acessórios
785,14-03-2025,Pedro Costa,Monitor LG,3,1200.0,Eletrônicos
